id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0MjQ5NTY2Ng==,45,Use callbacks rather than fields to handle incoming frames.,74993430a1e4a69247199db85229baf4d6fc8b24,4,
MDExOlB1bGxSZXF1ZXN0MjUyMjUzNg==,46,Tests and code for various SPDY close scenarios.,8a825777e0a4fafaf8c0f457ecb1ca5862e408c5,4,
MDExOlB1bGxSZXF1ZXN0Mjc2NjY2MQ==,47,Fix a severe bug where multiple TLS tunnels were attempted.,41cafe67db383688a77662c15b380011ffca77cd,2,
MDExOlB1bGxSZXF1ZXN0Mjc3NDM4Mw==,48,Fix connection recycling for TLS+gzip+chunked.,dc836ca006e4358df9f5cb34667ae8cc3c2842c9,4,
MDExOlB1bGxSZXF1ZXN0Mjg5MzEwOA==,49,Make HttpConnection.connect return full working connections.,ddd1500ba7f6d22a4887762beed6e2a5f0086230,12,
MDExOlB1bGxSZXF1ZXN0MjkyMDk3Mg==,52,Fix some bugs from exercising HttpConnection + SPDY.,bc565d6750331d64935577925aacbece8567d09d,3,
MDExOlB1bGxSZXF1ZXN0Mjk1NjI0NQ==,53,New route selector to support multiple routes.,d676196982b42bcbf421991866fa2563d6e6191d,10,
MDExOlB1bGxSZXF1ZXN0Mjk1OTM0MQ==,54,Don't drop out of connect if the first request fails.,f76ba8d0e9f63745f2bf5db41df925f9a220edcd,2,
MDExOlB1bGxSZXF1ZXN0Mjk3MTMxMw==,55,Don't explode if DNS fails or if the address is malformed.,34cdece96c90547f98250464a05370a862fb31ac,2,
MDExOlB1bGxSZXF1ZXN0Mjk4MDA5Mw==,56,New API to break platform-specific dependencies.,3b5e87cce2e4029eb4662eb4610fe21fcdea1a80,6,
MDExOlB1bGxSZXF1ZXN0MzIxMjg3Nw==,58,Fix checkstyle issues.,d029f2222a38a0d877e6ed30d1cdef3f6301f4cf,2,
MDExOlB1bGxSZXF1ZXN0MzI3MzgzOQ==,59,Improve connection reuse.,66e27c743bde31fa943394733a407a39a343b5f1,3,
