id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0MTI2NTI2MTc1,1280,fixed #1278 and add testcase,ecc72cfcfca6618a05e19cf772d9e19f92e4cffc,2,2.0
MDExOlB1bGxSZXF1ZXN0MTI2OTAyODQx,1284,remove redundant code for JavaBeanDeserializer,179c0c3858b88051d63df4ea172b8f3c1d8a4ebb,4,3.0
MDExOlB1bGxSZXF1ZXN0MTI3MjI5MjUw,1290,bug fixed for issue 1281 (android oom).,5cfc0195a6488450b0502d677adf1f8efaba5cdd,1,1.0
MDExOlB1bGxSZXF1ZXN0MTI3MzI4ODcw,1291,remove SerializeFeature FormatAnnotationFirst,d3d8d2393dc684c6c3c228a6aa6f60f8a032ca5e,3,2.0
MDExOlB1bGxSZXF1ZXN0MTI3NjkxMjY3,1294,add testcase for issue #1293,46ca50a0752b52e462a8d3b764dc7c01d9f590cd,1,1.0
MDExOlB1bGxSZXF1ZXN0MTI4NTIxMzc1,1304,add testcase for issue #1303,c186428407893cdb405a45c48987014edc7d8a80,1,1.0
MDExOlB1bGxSZXF1ZXN0MTI4NjY4MDYx,1308,fixed #1306 and add 2 testcases for #1306 #1307,d291f2ded8fed388c059fb6bb3b54e65047dc305,3,2.0
MDExOlB1bGxSZXF1ZXN0MTMwODg5MTI2,1328,fixed currency bug,77fa39f11f8c162d46249d7a96c6dcd8d43c698a,3,2.0
MDExOlB1bGxSZXF1ZXN0MTMxMTIxMDg0,1331,fixed #1327,3302cc979916e9fc6e121fc4923e03044a391e76,2,2.0
MDExOlB1bGxSZXF1ZXN0MTMxODk0MzM0,1337,Spring support optimize,a2c6cc259d4f8d54c2c2ca770e43d1df2f4ee061,11,4.0
MDExOlB1bGxSZXF1ZXN0MTMyMzM0Njc5,1342,Add testcase for Issue 1341,cdbd255ab13e33f7e8fb78f2b1b455228f5259b0,4,1.0
MDExOlB1bGxSZXF1ZXN0MTMyNDMzNzI5,1346,FastJsonProvider Optimize,d665e988e870b292a15faf382b76657b735fc9b3,3,3.0
MDExOlB1bGxSZXF1ZXN0MTMyNzY2MTAy,1348,Jersey framwork auto discover FastJsonProvider ,be8e7599d81520044610b48667e0e1229602f5b1,5,3.0
MDExOlB1bGxSZXF1ZXN0MTMzMDk0NDU4,1351,fixed #1341 and added test case for content-length with jsonp,bde1397fdfbb2630c860a0608052f78a35bb2e63,2,2.0
MDExOlB1bGxSZXF1ZXN0MTMzMTE2NDA0,1352,Improved FastJsonJsonView to support jsonp for content negotiation ,1f162b0b919239d5b7ec5a18cf55a25885c4c36d,1,1.0
MDExOlB1bGxSZXF1ZXN0MTMzMTE4OTg1,1353,Add JSONP callback param  validation,8b59a02978015c2e8b81530e9b749c71fa833708,5,4.0
MDExOlB1bGxSZXF1ZXN0MTMzMTI1OTg2,1354,add > spring-data-redis serializer support,8ef93e94078431f818fcab516ed25486d6fc36da,2,1.0
MDExOlB1bGxSZXF1ZXN0MTMzMTMxNTgw,1355, add > spring-data-redis serializer support,79e4afb8e31cdc32fc4072a7c24bfe8926fbf199,1,1.0
MDExOlB1bGxSZXF1ZXN0MTMzMTMzMDQ3,1356,add > spring-data-redis serializer support test case,aa814deab9407994861cb7af500bcdeac774d097,2,1.0
MDExOlB1bGxSZXF1ZXN0MTMzMzczNjQ2,1359,fixed for GBK encoding,7e3c8f93f9be5f26904df7df0142ebd9dd1e4808,2,2.0
MDExOlB1bGxSZXF1ZXN0MTM0MjgwNTU1,1372,For issue 1367 Spring FastJsonHttpMessageConverter Support ParamterizedType and TypeVariable,aa8dda935c8d791f0833c8c49dc866c10446542d,8,4.0
MDExOlB1bGxSZXF1ZXN0MTM0MzUzMDQw,1376,add test case,7a1d92808d572afabc9b19e2758e5080a6ae21fa,2,1.0
MDExOlB1bGxSZXF1ZXN0MTM0ODk0OTMz,1394,add testcases for #1368 & #1369,de37fb27e0e7a4c6111f63b125fd66eb626ddd15,2,1.0
